scenario,topology_model,node_count,controller_budget,trial,algorithm,avg_latency,runtime_ms,iterations_budget,iterations_to_converge,topology_seed,trial_seed,controllers
waxman_n20_k5,waxman,20,5,5,genetic,1.5417542627165666,147.82569999806583,50,12,8018,80753,n1;n13;n15;n19;n5
waxman_n20_k5,waxman,20,5,5,bandit_rl,1.715260469715351,148.05610000621527,300,12,8018,80753,n10;n11;n13;n19;n5
waxman_n50_k3,waxman,50,3,1,random,12.75224446533035,0.04389999958220869,1,1,9015,90236,n43;n38;n36
waxman_n50_k3,waxman,50,3,1,greedy_k_center,12.335806809449934,0.18829999316949397,1,1,9015,90236,n2;n6;n24
waxman_n50_k3,waxman,50,3,1,kmeans,14.70760935173716,19.03140000649728,1,1,9015,90236,n13;n8;n20
waxman_n50_k3,waxman,50,3,1,genetic,7.4357083461503635,153.7607000063872,50,22,9015,90236,n0;n12;n37
waxman_n50_k3,waxman,50,3,1,bandit_rl,8.485426396408677,840.3499999985797,300,43,9015,90236,n0;n25;n33
waxman_n50_k3,waxman,50,3,2,random,13.390554729646972,0.02889998722821474,1,1,9015,90367,n1;n38;n30
waxman_n50_k3,waxman,50,3,2,greedy_k_center,12.335806809449934,0.20340000628493726,1,1,9015,90367,n2;n6;n24
waxman_n50_k3,waxman,50,3,2,kmeans,14.70760935173716,16.40370000677649,1,1,9015,90367,n20;n8;n13
waxman_n50_k3,waxman,50,3,2,genetic,7.3646227071604065,157.18559999368154,50,17,9015,90367,n0;n12;n44
waxman_n50_k3,waxman,50,3,2,bandit_rl,8.77044855372272,1007.8463999961969,300,17,9015,90367,n26;n32;n34
waxman_n50_k3,waxman,50,3,3,random,11.443280604991706,0.03139999171253294,1,1,9015,90498,n19;n33;n9
waxman_n50_k3,waxman,50,3,3,greedy_k_center,12.335806809449934,0.20530000620055944,1,1,9015,90498,n2;n6;n24
waxman_n50_k3,waxman,50,3,3,kmeans,14.70760935173716,23.392400005832314,1,1,9015,90498,n20;n8;n13
waxman_n50_k3,waxman,50,3,3,genetic,7.3646227071604065,196.67669999762438,50,24,9015,90498,n0;n12;n44
waxman_n50_k3,waxman,50,3,3,bandit_rl,9.07397531435722,863.3063000015682,300,15,9015,90498,n26;n48;n9
waxman_n50_k3,waxman,50,3,4,random,9.559192824421599,0.026200010324828327,1,1,9015,90629,n9;n27;n31
waxman_n50_k3,waxman,50,3,4,greedy_k_center,12.335806809449934,0.18140001338906586,1,1,9015,90629,n2;n6;n24
waxman_n50_k3,waxman,50,3,4,kmeans,14.70760935173716,18.613699998240918,1,1,9015,90629,n8;n20;n13
waxman_n50_k3,waxman,50,3,4,genetic,7.545267963372665,172.20100000849925,50,38,9015,90629,n0;n35;n37
waxman_n50_k3,waxman,50,3,4,bandit_rl,8.648404912618982,955.94909999636,300,35,9015,90629,n2;n34;n46
waxman_n50_k3,waxman,50,3,5,random,12.794840807218236,0.027600006433203816,1,1,9015,90760,n27;n49;n36
waxman_n50_k3,waxman,50,3,5,greedy_k_center,12.335806809449934,0.1869000116130337,1,1,9015,90760,n2;n6;n24
waxman_n50_k3,waxman,50,3,5,kmeans,14.70760935173716,17.268700001295656,1,1,9015,90760,n8;n20;n13
waxman_n50_k3,waxman,50,3,5,genetic,7.3646227071604065,155.9084000036819,50,9,9015,90760,n0;n12;n44
waxman_n50_k3,waxman,50,3,5,bandit_rl,7.490274196337481,863.054799992824,300,19,9015,90760,n0;n37;n9
waxman_n50_k5,waxman,50,5,1,random,10.91929816690204,0.03029999788850546,1,1,10012,100243,n32;n14;n11;n15;n29
waxman_n50_k5,waxman,50,5,1,greedy_k_center,8.57951607806007,0.33960001019295305,1,1,10012,100243,n47;n31;n10;n46;n24
waxman_n50_k5,waxman,50,5,1,kmeans,8.001730567002477,17.649699992034584,1,1,10012,100243,n39;n38;n43;n21;n0
waxman_n50_k5,waxman,50,5,1,genetic,6.147328534849421,211.4575000014156,50,41,10012,100243,n13;n3;n41;n47;n7
waxman_n50_k5,waxman,50,5,1,bandit_rl,6.922534676064754,822.8759999910835,300,61,10012,100243,n18;n19;n20;n38;n44
waxman_n50_k5,waxman,50,5,2,random,8.016007784140541,0.025000001187436283,1,1,10012,100374,n31;n39;n47;n33;n19
waxman_n50_k5,waxman,50,5,2,greedy_k_center,8.57951607806007,0.32049999572336674,1,1,10012,100374,n47;n31;n10;n46;n24
waxman_n50_k5,waxman,50,5,2,kmeans,10.230701660179557,17.431899992516264,1,1,10012,100374,n13;n21;n0;n39;n38
waxman_n50_k5,waxman,50,5,2,genetic,6.247854576633975,207.93370000319555,50,35,10012,100374,n13;n25;n33;n43;n6
waxman_n50_k5,waxman,50,5,2,bandit_rl,7.330362809444839,848.3484000025783,300,33,10012,100374,n26;n29;n35;n43;n48
waxman_n50_k5,waxman,50,5,3,random,17.260251292168842,0.027600006433203816,1,1,10012,100505,n45;n8;n7;n47;n9
waxman_n50_k5,waxman,50,5,3,greedy_k_center,8.57951607806007,0.34949999826494604,1,1,10012,100505,n47;n31;n10;n46;n24
waxman_n50_k5,waxman,50,5,3,kmeans,13.001107766038645,19.988300002296455,1,1,10012,100505,n18;n21;n38;n13;n40
waxman_n50_k5,waxman,50,5,3,genetic,6.284442171445891,214.50060000643134,50,43,10012,100505,n0;n13;n36;n41;n43
waxman_n50_k5,waxman,50,5,3,bandit_rl,7.148034021303903,859.710399992764,300,29,10012,100505,n18;n25;n31;n36;n7
waxman_n50_k5,waxman,50,5,4,random,8.751808816314929,0.03840000135824084,1,1,10012,100636,n3;n18;n28;n26;n8
waxman_n50_k5,waxman,50,5,4,greedy_k_center,8.57951607806007,0.3693000035127625,1,1,10012,100636,n47;n31;n10;n46;n24
waxman_n50_k5,waxman,50,5,4,kmeans,6.97116238946774,19.870799995260313,1,1,10012,100636,n43;n39;n4;n38;n0
waxman_n50_k5,waxman,50,5,4,genetic,6.341220660292447,208.61050000530668,50,10,10012,100636,n10;n18;n30;n39;n6
waxman_n50_k5,waxman,50,5,4,bandit_rl,6.483549361186871,866.7090999952052,300,12,10012,100636,n10;n30;n39;n43;n44
waxman_n50_k5,waxman,50,5,5,random,9.510279479290297,0.026299996534362435,1,1,10012,100767,n34;n10;n29;n13;n7
waxman_n50_k5,waxman,50,5,5,greedy_k_center,8.57951607806007,0.3265999985160306,1,1,10012,100767,n47;n31;n10;n46;n24
waxman_n50_k5,waxman,50,5,5,kmeans,10.230701660179557,18.643899995367974,1,1,10012,100767,n0;n38;n21;n13;n39
waxman_n50_k5,waxman,50,5,5,genetic,6.162387443830439,199.656299999333,50,49,10012,100767,n0;n13;n41;n43;n47
waxman_n50_k5,waxman,50,5,5,bandit_rl,6.900997316555366,850.5491999967489,300,57,10012,100767,n37;n38;n39;n41;n47
waxman_n100_k3,waxman,100,3,1,random,8.40523738300641,0.037699996028095484,1,1,11009,110250,n62;n38;n21
waxman_n100_k3,waxman,100,3,1,greedy_k_center,7.8242570470808355,0.5715000006603077,1,1,11009,110250,n94;n38;n45
waxman_n100_k3,waxman,100,3,1,kmeans,8.104471756961901,22.54920000268612,1,1,11009,110250,n69;n17;n33
waxman_n100_k3,waxman,100,3,1,genetic,6.151563982858314,413.90909999608994,50,36,11009,110250,n51;n77;n94
waxman_n100_k3,waxman,100,3,1,bandit_rl,6.1702200707819745,9697.441199998138,300,71,11009,110250,n44;n58;n94
waxman_n100_k3,waxman,100,3,2,random,9.147367854040624,0.026699999580159783,1,1,11009,110381,n48;n29;n3
waxman_n100_k3,waxman,100,3,2,greedy_k_center,7.8242570470808355,0.4782999894814566,1,1,11009,110381,n94;n38;n45
waxman_n100_k3,waxman,100,3,2,kmeans,8.104471756961901,16.586099998676218,1,1,11009,110381,n69;n17;n33
waxman_n100_k3,waxman,100,3,2,genetic,6.1702200707819745,285.19900000537746,50,50,11009,110381,n44;n58;n94
waxman_n100_k3,waxman,100,3,2,bandit_rl,6.1702200707819745,9515.964100006386,300,71,11009,110381,n44;n58;n94
waxman_n100_k3,waxman,100,3,3,random,8.211763990489768,0.028599999495781958,1,1,11009,110512,n1;n92;n24
waxman_n100_k3,waxman,100,3,3,greedy_k_center,7.8242570470808355,0.47849999100435525,1,1,11009,110512,n94;n38;n45
waxman_n100_k3,waxman,100,3,3,kmeans,8.104471756961901,17.75320000888314,1,1,11009,110512,n33;n17;n69
waxman_n100_k3,waxman,100,3,3,genetic,6.216281520508311,299.53990000649355,50,31,11009,110512,n54;n58;n66
waxman_n100_k3,waxman,100,3,3,bandit_rl,6.1702200707819745,9600.154100000509,300,68,11009,110512,n44;n58;n94
waxman_n100_k3,waxman,100,3,4,random,7.464857005681705,0.027400004910305142,1,1,11009,110643,n41;n56;n72
waxman_n100_k3,waxman,100,3,4,greedy_k_center,7.8242570470808355,0.49080001190304756,1,1,11009,110643,n94;n38;n45
waxman_n100_k3,waxman,100,3,4,kmeans,8.104471756961901,16.510600005858578,1,1,11009,110643,n69;n17;n33
waxman_n100_k3,waxman,100,3,4,genetic,6.180478428096538,287.9263999930117,50,51,11009,110643,n11;n66;n94
waxman_n100_k3,waxman,100,3,4,bandit_rl,6.1702200707819745,9772.477099992102,300,69,11009,110643,n44;n58;n94
waxman_n100_k3,waxman,100,3,5,random,7.892512630889817,0.02780000795610249,1,1,11009,110774,n76;n53;n30
waxman_n100_k3,waxman,100,3,5,greedy_k_center,7.8242570470808355,0.5354000022634864,1,1,11009,110774,n94;n38;n45
waxman_n100_k3,waxman,100,3,5,kmeans,8.104471756961901,18.36400000320282,1,1,11009,110774,n69;n17;n33
waxman_n100_k3,waxman,100,3,5,genetic,6.091972352557268,292.79500000120606,50,44,11009,110774,n30;n51;n94
waxman_n100_k3,waxman,100,3,5,bandit_rl,6.1702200707819745,9554.952399994363,300,25,11009,110774,n44;n58;n94
waxman_n100_k5,waxman,100,5,1,random,5.412355981159475,0.030399998649954796,1,1,12006,120257,n9;n46;n18;n58;n75
waxman_n100_k5,waxman,100,5,1,greedy_k_center,6.517781469061143,0.9683999960543588,1,1,12006,120257,n11;n62;n85;n14;n76
waxman_n100_k5,waxman,100,5,1,kmeans,5.1947044289686835,22.737099992809817,1,1,12006,120257,n45;n33;n58;n73;n87
waxman_n100_k5,waxman,100,5,1,genetic,4.310264514991501,412.9662999912398,50,39,12006,120257,n18;n25;n49;n86;n96
waxman_n100_k5,waxman,100,5,1,bandit_rl,4.541020554124946,10842.41430000111,300,64,12006,120257,n18;n29;n49;n86;n91
waxman_n100_k5,waxman,100,5,2,random,5.618203928178994,0.03029999788850546,1,1,12006,120388,n4;n16;n98;n91;n10
waxman_n100_k5,waxman,100,5,2,greedy_k_center,6.517781469061143,1.0429999965708703,1,1,12006,120388,n11;n62;n85;n14;n76
waxman_n100_k5,waxman,100,5,2,kmeans,5.1947044289686835,20.983700000215322,1,1,12006,120388,n73;n58;n87;n45;n33
waxman_n100_k5,waxman,100,5,2,genetic,4.279175043848784,401.53960000316147,50,19,12006,120388,n11;n20;n24;n5;n94
waxman_n100_k5,waxman,100,5,2,bandit_rl,4.832910785032901,10803.52670000866,300,38,12006,120388,n2;n39;n49;n81;n95
waxman_n100_k5,waxman,100,5,3,random,5.4644249425994875,0.03840000135824084,1,1,12006,120519,n24;n26;n85;n69;n27
waxman_n100_k5,waxman,100,5,3,greedy_k_center,6.517781469061143,0.8537999965483323,1,1,12006,120519,n11;n62;n85;n14;n76
waxman_n100_k5,waxman,100,5,3,kmeans,5.1947044289686835,21.307100003468804,1,1,12006,120519,n45;n58;n87;n33;n73
waxman_n100_k5,waxman,100,5,3,genetic,4.061884739519549,441.7804000113392,50,51,12006,120519,n24;n33;n51;n86;n95
waxman_n100_k5,waxman,100,5,3,bandit_rl,4.723255476277272,11068.734700005734,300,32,12006,120519,n48;n60;n7;n86;n88
waxman_n100_k5,waxman,100,5,4,random,5.833909050071066,0.030499999411404133,1,1,12006,120650,n23;n99;n12;n6;n10
waxman_n100_k5,waxman,100,5,4,greedy_k_center,6.517781469061143,1.0573000035947189,1,1,12006,120650,n11;n62;n85;n14;n76
waxman_n100_k5,waxman,100,5,4,kmeans,5.1947044289686835,20.534900002530776,1,1,12006,120650,n45;n58;n87;n33;n73
waxman_n100_k5,waxman,100,5,4,genetic,4.1945337254839306,416.5969000023324,50,45,12006,120650,n21;n24;n33;n5;n70
waxman_n100_k5,waxman,100,5,4,bandit_rl,4.698581675364558,10794.246299992665,300,53,12006,120650,n21;n22;n44;n51;n7
waxman_n100_k5,waxman,100,5,5,random,6.269105382492025,0.02819999644998461,1,1,12006,120781,n84;n34;n90;n38;n94
waxman_n100_k5,waxman,100,5,5,greedy_k_center,6.517781469061143,0.9136999869951978,1,1,12006,120781,n11;n62;n85;n14;n76
waxman_n100_k5,waxman,100,5,5,kmeans,5.1947044289686835,20.72020000196062,1,1,12006,120781,n45;n58;n33;n73;n87
waxman_n100_k5,waxman,100,5,5,genetic,4.311885633096329,405.4141999949934,50,33,12006,120781,n12;n23;n24;n8;n95
waxman_n100_k5,waxman,100,5,5,bandit_rl,4.837702125604361,10753.593000001274,300,8,12006,120781,n11;n24;n53;n75;n95
